,Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
250,250,208,Mega Steelix,Stahlos,ハガネール ,2,0,0,0,Iron Snake Pokémon,2,Steel,Ground,10.5,740.0,1,Sand Force,,,610.0,75.0,125.0,230.0,55.0,95.0,30.0,25.0,70.0,214.0,Medium Fast,1,Mineral,,50.0,25.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
251,251,209,Snubbull,Snubbull,ブルー ,2,0,0,0,Fairy Pokémon,1,Fairy,,0.6,7.8,3,Intimidate,Run Away,Rattled,300.0,60.0,80.0,50.0,40.0,40.0,30.0,190.0,70.0,60.0,Fast,2,Fairy,Field,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
252,252,210,Granbull,Granbull,グランブル ,2,0,0,0,Fairy Pokémon,1,Fairy,,1.4,48.7,3,Intimidate,Quick Feet,Rattled,450.0,90.0,120.0,75.0,60.0,60.0,45.0,75.0,70.0,158.0,Fast,2,Fairy,Field,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
253,253,211,Qwilfish,Baldorfish,ハリーセン ,2,0,0,0,Balloon Pokémon,2,Water,Poison,0.5,3.9,3,Poison Point,Swift Swim,Intimidate,440.0,65.0,95.0,85.0,55.0,55.0,85.0,45.0,70.0,88.0,Medium Fast,1,Water 2,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
254,254,212,Scizor,Scherox,ハッサム ,2,0,0,0,Pincer Pokémon,2,Bug,Steel,1.8,118.0,3,Swarm,Technician,Light Metal,500.0,70.0,130.0,100.0,55.0,80.0,65.0,25.0,70.0,175.0,Medium Fast,1,Bug,,50.0,25.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
255,255,212,Mega Scizor,Scherox,ハッサム ,2,0,0,0,Pincer Pokémon,2,Bug,Steel,2.0,125.0,1,Technician,,,600.0,70.0,150.0,140.0,65.0,100.0,75.0,25.0,70.0,210.0,Medium Fast,1,Bug,,50.0,25.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
256,256,213,Shuckle,Pottrott,ツボツボ ,2,0,0,0,Mold Pokémon,2,Bug,Rock,0.6,20.5,3,Sturdy,Gluttony,Contrary,505.0,20.0,10.0,230.0,10.0,230.0,5.0,190.0,70.0,177.0,Medium Slow,1,Bug,,50.0,20.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
257,257,214,Heracross,Skaraborn,ヘラクロス ,2,0,0,0,Single Horn Pokémon,2,Bug,Fighting,1.5,54.0,3,Swarm,Guts,Moxie,500.0,80.0,125.0,75.0,40.0,95.0,85.0,45.0,70.0,175.0,Slow,1,Bug,,50.0,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
258,258,214,Mega Heracross,Skaraborn,ヘラクロス ,2,0,0,0,Single Horn Pokémon,2,Bug,Fighting,1.7,62.5,1,Skill Link,,,600.0,80.0,185.0,115.0,40.0,105.0,75.0,45.0,70.0,210.0,Slow,1,Bug,,50.0,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
259,259,215,Sneasel,Sniebel,ニューラ ,2,0,0,0,Sharp Claw Pokémon,2,Dark,Ice,0.9,28.0,3,Inner Focus,Keen Eye,Pickpocket,430.0,55.0,95.0,55.0,35.0,75.0,115.0,60.0,35.0,86.0,Medium Slow,1,Field,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
260,260,216,Teddiursa,Teddiursa,ヒメグマ ,2,0,0,0,Little Bear Pokémon,1,Normal,,0.6,8.8,3,Pickup,Quick Feet,Honey Gather,330.0,60.0,80.0,50.0,50.0,50.0,40.0,120.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
261,261,217,Ursaring,Ursaring,リングマ ,2,0,0,0,Hibernator Pokémon,1,Normal,,1.8,125.8,3,Guts,Quick Feet,Unnerve,500.0,90.0,130.0,75.0,75.0,75.0,55.0,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
262,262,218,Slugma,Schneckmag,マグマッグ ,2,0,0,0,Lava Pokémon,1,Fire,,0.7,35.0,3,Magma Armor,Flame Body,Weak Armor,250.0,40.0,40.0,40.0,70.0,40.0,20.0,190.0,70.0,50.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
263,263,219,Magcargo,Magcargo,マグカルゴ ,2,0,0,0,Lava Pokémon,2,Fire,Rock,0.8,55.0,3,Magma Armor,Flame Body,Weak Armor,430.0,60.0,50.0,120.0,90.0,80.0,30.0,75.0,70.0,151.0,Medium Fast,1,Amorphous,,50.0,20.0,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
264,264,220,Swinub,Quiekel,ウリムー ,2,0,0,0,Pig Pokémon,2,Ice,Ground,0.4,6.5,3,Oblivious,Snow Cloak,Thick Fat,250.0,50.0,50.0,40.0,30.0,30.0,50.0,225.0,70.0,50.0,Slow,1,Field,,50.0,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
265,265,221,Piloswine,Keifel,イノムー ,2,0,0,0,Swine Pokémon,2,Ice,Ground,1.1,55.8,3,Oblivious,Snow Cloak,Thick Fat,450.0,100.0,100.0,80.0,60.0,60.0,50.0,75.0,70.0,158.0,Slow,1,Field,,50.0,20.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
266,266,222,Corsola,Corasonn,サニーゴ ,2,0,0,0,Coral Pokémon,2,Water,Rock,0.6,5.0,3,Hustle,Natural Cure,Regenerator,410.0,65.0,55.0,95.0,65.0,95.0,35.0,60.0,70.0,144.0,Fast,2,Water 1,Water 3,25.0,20.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
267,267,222,Galarian Corsola,Corasonn,サニーゴ ,2,0,0,0,Coral Pokémon,1,Ghost,,0.6,0.5,2,Weak Armor,,Cursed Body,410.0,60.0,55.0,100.0,65.0,100.0,30.0,,,,Fast,2,Water 1,Water 3,,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
268,268,223,Remoraid,Remoraid,テッポウオ ,2,0,0,0,Jet Pokémon,1,Water,,0.6,12.0,3,Hustle,Sniper,Moody,300.0,35.0,65.0,35.0,65.0,35.0,65.0,190.0,70.0,60.0,Medium Fast,2,Water 1,Water 2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
269,269,224,Octillery,Octillery,オクタン ,2,0,0,0,Jet Pokémon,1,Water,,0.9,28.5,3,Suction Cups,Sniper,Moody,480.0,75.0,105.0,75.0,105.0,75.0,45.0,75.0,70.0,168.0,Medium Fast,2,Water 1,Water 2,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
270,270,225,Delibird,Botogel,デリバード ,2,0,0,0,Delivery Pokémon,2,Ice,Flying,0.9,16.0,3,Vital Spirit,Hustle,Insomnia,330.0,45.0,55.0,45.0,65.0,45.0,75.0,45.0,70.0,116.0,Fast,2,Field,Water 1,50.0,20.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
271,271,226,Mantine,Mantax,マンタイン ,2,0,0,0,Kite Pokémon,2,Water,Flying,2.1,220.0,3,Swift Swim,Water Absorb,Water Veil,485.0,85.0,40.0,70.0,80.0,140.0,70.0,25.0,70.0,170.0,Slow,1,Water 1,,50.0,25.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
272,272,227,Skarmory,Panzaeron,エアームド ,2,0,0,0,Armor Bird Pokémon,2,Steel,Flying,1.7,50.5,3,Keen Eye,Sturdy,Weak Armor,465.0,65.0,80.0,140.0,40.0,70.0,70.0,25.0,70.0,163.0,Slow,1,Flying,,50.0,25.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
273,273,228,Houndour,Hunduster,デルビル ,2,0,0,0,Dark Pokémon,2,Dark,Fire,0.6,10.8,3,Early Bird,Flash Fire,Unnerve,330.0,45.0,60.0,30.0,80.0,50.0,65.0,120.0,35.0,66.0,Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
274,274,229,Houndoom,Hundemon,ヘルガー ,2,0,0,0,Dark Pokémon,2,Dark,Fire,1.4,35.0,3,Early Bird,Flash Fire,Unnerve,500.0,75.0,90.0,50.0,110.0,80.0,95.0,45.0,35.0,175.0,Slow,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
275,275,229,Mega Houndoom,Hundemon,ヘルガー ,2,0,0,0,Dark Pokémon,2,Dark,Fire,1.9,49.5,1,Solar Power,,,600.0,75.0,90.0,90.0,140.0,90.0,115.0,45.0,35.0,210.0,Slow,1,Field,,50.0,20.0,1.0,0.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
276,276,230,Kingdra,Seedraking,キングドラ ,2,0,0,0,Dragon Pokémon,2,Water,Dragon,1.8,152.0,3,Swift Swim,Sniper,Damp,540.0,75.0,95.0,95.0,95.0,95.0,85.0,45.0,70.0,243.0,Medium Fast,2,Dragon,Water 1,50.0,20.0,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
277,277,231,Phanpy,Phanpy,ゴマゾウ ,2,0,0,0,Long Nose Pokémon,1,Ground,,0.5,33.5,2,Pickup,,Sand Veil,330.0,90.0,60.0,60.0,40.0,40.0,40.0,120.0,70.0,66.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
278,278,232,Donphan,Donphan,ドンファン ,2,0,0,0,Armor Pokémon,1,Ground,,1.1,120.0,2,Sturdy,,Sand Veil,500.0,90.0,120.0,120.0,60.0,60.0,50.0,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
279,279,233,Porygon2,Porygon2,ポリゴン２ ,2,0,0,0,Virtual Pokémon,1,Normal,,0.6,32.5,3,Trace,Download,Analytic,515.0,85.0,80.0,90.0,105.0,95.0,60.0,45.0,70.0,180.0,Medium Fast,1,Mineral,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
280,280,234,Stantler,Damhirplex,オドシシ ,2,0,0,0,Big Horn Pokémon,1,Normal,,1.4,71.2,3,Intimidate,Frisk,Sap Sipper,465.0,73.0,95.0,62.0,85.0,65.0,85.0,45.0,70.0,163.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
281,281,235,Smeargle,Farbeagle,ドーブル ,2,0,0,0,Painter Pokémon,1,Normal,,1.2,58.0,3,Own Tempo,Technician,Moody,250.0,55.0,20.0,35.0,20.0,45.0,75.0,45.0,70.0,88.0,Fast,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
282,282,236,Tyrogue,Rabauz,バルキー ,2,0,0,0,Scuffle Pokémon,1,Fighting,,0.7,21.0,3,Guts,Steadfast,Vital Spirit,210.0,35.0,35.0,35.0,35.0,35.0,35.0,75.0,70.0,42.0,Medium Fast,1,Undiscovered,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
283,283,237,Hitmontop,Kapoera,カポエラー ,2,0,0,0,Handstand Pokémon,1,Fighting,,1.4,48.0,3,Intimidate,Technician,Steadfast,455.0,50.0,95.0,95.0,35.0,110.0,70.0,45.0,70.0,159.0,Medium Fast,1,Human-Like,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
284,284,238,Smoochum,Kussilla,ムチュール ,2,0,0,0,Kiss Pokémon,2,Ice,Psychic,0.4,6.0,3,Oblivious,Forewarn,Hydration,305.0,45.0,30.0,15.0,85.0,65.0,65.0,45.0,70.0,61.0,Medium Fast,1,Undiscovered,,0.0,25.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
285,285,239,Elekid,Elekid,エレキッド ,2,0,0,0,Electric Pokémon,1,Electric,,0.6,23.5,2,Static,,Vital Spirit,360.0,45.0,63.0,37.0,65.0,55.0,95.0,45.0,70.0,72.0,Medium Fast,1,Undiscovered,,75.0,25.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
286,286,240,Magby,Magby,ブビィ ,2,0,0,0,Live Coal Pokémon,1,Fire,,0.7,21.4,2,Flame Body,,Vital Spirit,365.0,45.0,75.0,37.0,70.0,55.0,83.0,45.0,70.0,73.0,Medium Fast,1,Undiscovered,,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
287,287,241,Miltank,Miltank,ミルタンク ,2,0,0,0,Milk Cow Pokémon,1,Normal,,1.2,75.5,3,Thick Fat,Scrappy,Sap Sipper,490.0,95.0,80.0,105.0,40.0,70.0,100.0,45.0,70.0,172.0,Slow,1,Field,,0.0,20.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,288,242,Blissey,Heiteira,ハピナス ,2,0,0,0,Happiness Pokémon,1,Normal,,1.5,46.8,3,Natural Cure,Serene Grace,Healer,540.0,255.0,10.0,10.0,75.0,135.0,55.0,30.0,140.0,608.0,Fast,1,Fairy,,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
289,289,243,Raikou,Raikou,ライコウ ,2,1,0,0,Thunder Pokémon,1,Electric,,1.9,178.0,2,Pressure,,Inner Focus,580.0,90.0,85.0,75.0,115.0,100.0,115.0,3.0,35.0,261.0,Slow,1,Undiscovered,,,80.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
290,290,244,Entei,Entei,エンテイ ,2,1,0,0,Volcano Pokémon,1,Fire,,2.1,198.0,2,Pressure,,Inner Focus,580.0,115.0,115.0,85.0,90.0,75.0,100.0,3.0,35.0,261.0,Slow,1,Undiscovered,,,80.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
291,291,245,Suicune,Suicune,スイクン ,2,1,0,0,Aurora Pokémon,1,Water,,2.0,187.0,2,Pressure,,Inner Focus,580.0,100.0,75.0,115.0,90.0,115.0,85.0,3.0,35.0,261.0,Slow,1,Undiscovered,,,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
292,292,246,Larvitar,Larvitar,ヨーギラス ,2,0,0,0,Rock Skin Pokémon,2,Rock,Ground,0.6,72.0,2,Guts,,Sand Veil,300.0,50.0,64.0,50.0,45.0,50.0,41.0,45.0,35.0,60.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
293,293,247,Pupitar,Pupitar,サナギラス ,2,0,0,0,Hard Shell Pokémon,2,Rock,Ground,1.2,152.0,1,Shed Skin,,,410.0,70.0,84.0,70.0,65.0,70.0,51.0,45.0,35.0,144.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
294,294,248,Tyranitar,Despotar,バンギラス ,2,0,0,0,Armor Pokémon,2,Rock,Dark,2.0,202.0,2,Sand Stream,,Unnerve,600.0,100.0,134.0,110.0,95.0,100.0,61.0,45.0,35.0,270.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
295,295,248,Mega Tyranitar,Despotar,バンギラス ,2,0,0,0,Armor Pokémon,2,Rock,Dark,2.5,255.0,1,Sand Stream,,,700.0,100.0,164.0,150.0,95.0,120.0,71.0,45.0,35.0,315.0,Slow,1,Monster,,50.0,40.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
296,296,249,Lugia,Lugia,ルギア ,2,0,1,0,Diving Pokémon,2,Psychic,Flying,5.2,216.0,2,Pressure,,Multiscale,680.0,106.0,90.0,130.0,90.0,154.0,110.0,3.0,0.0,306.0,Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
297,297,250,Ho-oh,Ho-Oh,ホウオウ ,2,0,1,0,Rainbow Pokémon,2,Fire,Flying,3.8,199.0,2,Pressure,,Regenerator,680.0,106.0,130.0,90.0,110.0,154.0,90.0,3.0,0.0,306.0,Slow,1,Undiscovered,,,120.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
298,298,251,Celebi,Celebi,セレビィ ,2,0,0,1,Time Travel Pokémon,2,Psychic,Grass,0.6,5.0,1,Natural Cure,,,600.0,100.0,100.0,100.0,100.0,100.0,100.0,45.0,100.0,270.0,Medium Slow,1,Undiscovered,,,120.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
299,299,252,Treecko,Geckarbor,キモリ ,3,0,0,0,Wood Gecko Pokémon,1,Grass,,0.5,5.0,2,Overgrow,,Unburden,310.0,40.0,45.0,35.0,65.0,55.0,70.0,45.0,70.0,62.0,Medium Slow,2,Dragon,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
300,300,253,Grovyle,Reptain,ジュプトル ,3,0,0,0,Wood Gecko Pokémon,1,Grass,,0.9,21.6,2,Overgrow,,Unburden,405.0,50.0,65.0,45.0,85.0,65.0,95.0,45.0,70.0,142.0,Medium Slow,2,Dragon,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
301,301,254,Sceptile,Gewaldro,ジュカイン ,3,0,0,0,Forest Pokémon,1,Grass,,1.7,52.2,2,Overgrow,,Unburden,530.0,70.0,85.0,65.0,105.0,85.0,120.0,45.0,70.0,239.0,Medium Slow,2,Dragon,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
302,302,254,Mega Sceptile,Gewaldro,ジュカイン ,3,0,0,0,Forest Pokémon,2,Grass,Dragon,1.9,55.2,1,Lightning Rod,,,630.0,70.0,110.0,75.0,145.0,85.0,145.0,45.0,70.0,284.0,Medium Slow,2,Dragon,Monster,87.5,20.0,1.0,1.0,0.25,0.0,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
303,303,255,Torchic,Flemmli,アチャモ ,3,0,0,0,Chick Pokémon,1,Fire,,0.4,2.5,2,Blaze,,Speed Boost,310.0,45.0,60.0,40.0,70.0,50.0,45.0,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
304,304,256,Combusken,Jungglut,ワカシャモ ,3,0,0,0,Young Fowl Pokémon,2,Fire,Fighting,0.9,19.5,2,Blaze,,Speed Boost,405.0,60.0,85.0,60.0,85.0,60.0,55.0,45.0,70.0,142.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
305,305,257,Blaziken,Lohgock,バシャーモ ,3,0,0,0,Blaze Pokémon,2,Fire,Fighting,1.9,52.0,2,Blaze,,Speed Boost,530.0,80.0,120.0,70.0,110.0,70.0,80.0,45.0,70.0,239.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
306,306,257,Mega Blaziken,Lohgock,バシャーモ ,3,0,0,0,Blaze Pokémon,2,Fire,Fighting,1.9,52.0,1,Speed Boost,,,630.0,80.0,160.0,80.0,130.0,80.0,100.0,45.0,70.0,284.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
307,307,258,Mudkip,Hydropi,ミズゴロウ ,3,0,0,0,Mud Fish Pokémon,1,Water,,0.4,7.6,2,Torrent,,Damp,310.0,50.0,70.0,50.0,50.0,50.0,40.0,45.0,70.0,62.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
308,308,259,Marshtomp,Moorabbel,ヌマクロー ,3,0,0,0,Mud Fish Pokémon,2,Water,Ground,0.7,28.0,2,Torrent,,Damp,405.0,70.0,85.0,70.0,60.0,70.0,50.0,45.0,70.0,142.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
309,309,260,Swampert,Sumpex,ラグラージ ,3,0,0,0,Mud Fish Pokémon,2,Water,Ground,1.5,81.9,2,Torrent,,Damp,535.0,100.0,110.0,90.0,85.0,90.0,60.0,45.0,70.0,241.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
310,310,260,Mega Swampert,Sumpex,ラグラージ ,3,0,0,0,Mud Fish Pokémon,2,Water,Ground,1.9,102.0,1,Swift Swim,,,635.0,100.0,150.0,110.0,95.0,110.0,70.0,45.0,70.0,286.0,Medium Slow,2,Monster,Water 1,87.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
311,311,261,Poochyena,Fiffyen,ポチエナ ,3,0,0,0,Bite Pokémon,1,Dark,,0.5,13.6,3,Run Away,Quick Feet,Rattled,220.0,35.0,55.0,35.0,30.0,30.0,35.0,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
312,312,262,Mightyena,Magnayen,グラエナ ,3,0,0,0,Bite Pokémon,1,Dark,,1.0,37.0,3,Intimidate,Quick Feet,Moxie,420.0,70.0,90.0,70.0,60.0,60.0,70.0,127.0,70.0,147.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
313,313,263,Zigzagoon,Zigzachs,ジグザグマ ,3,0,0,0,TinyRaccoon Pokémon,1,Normal,,0.4,17.5,3,Pickup,Gluttony,Quick Feet,240.0,38.0,30.0,41.0,30.0,41.0,60.0,255.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
314,314,263,Galarian Zigzagoon,Zigzachs,ジグザグマ ,3,0,0,0,Tiny Raccoon Pokémon,2,Dark,Normal,0.4,17.5,3,Pickup,Gluttony,Quick Feet,240.0,38.0,30.0,41.0,30.0,41.0,60.0,,,,Medium Fast,1,Field,,,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
